Headword,Entry No.,No.,Syllabary,Stem,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Compare 1,Compare 2,Compare 3,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏗᏅᏗᏍᎪᎢ,10.4,10,ᎠᏓᏗᏅᏗᏍᎪᎢ,,adadinvdisgo’i,a-da-di-nv-di-s-go-i,àdạdǐnv̂disgó’i,à:dadǐ:nv̂:di:sgó:’i,verb (v.i.),3rd person singular present habitual,,he/she bounces it,,,,,,,,,,,,,,,,,,,bounce,,,,adadega,,,,Sentence_for_entry_0010.m4a,Ꮎ ᎠᎳᏍᎦᎵᏍᎩ ᏍᏓᏯ *ᎠᏓᏗᏅᏗᎭ* ᏍᏆᏞᏍᏗ.,ná alà:sgali̋:sgi sda̋:ya *à:dadǐ:nv̂:dǐ:ha* sgwà:hle̋:sdi,The ball player is *bouncing* the ball hard.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎭᏓᏗᏅᏓ,10.5,10,ᎭᏓᏗᏅᏓ,,hadadinvda,ha-da-di-nv-da,hạdạdinv̀da,hadadi:nv̀:da,verb (v.i.),imperative with animate/ inanimate direct objects,,bounce it!,,,,,,,,,,,,,,,,,,,bounce,,,,adadega,,,,Sentence_for_entry_0010.m4a,Ꮎ ᎠᎳᏍᎦᎵᏍᎩ ᏍᏓᏯ *ᎠᏓᏗᏅᏗᎭ* ᏍᏆᏞᏍᏗ.,ná alà:sgali̋:sgi sda̋:ya *à:dadǐ:nv̂:dǐ:ha* sgwà:hle̋:sdi,The ball player is *bouncing* the ball hard.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏓᏗᏅᏙᏗ,10.6,10,ᎤᏓᏗᏅᏙᏗ,,udadinvdohdi,u-da-di-nv-do-di,udạdǐnv̂dọhdi,u:dadǐ:nv̂:dohdi,verb (v.i.),3rd person singular infinitive,,to bounce something,,,,,,,,,,,,,,,,,,,bounce,,,,adadega,,,,Sentence_for_entry_0010.m4a,Ꮎ ᎠᎳᏍᎦᎵᏍᎩ ᏍᏓᏯ *ᎠᏓᏗᏅᏗᎭ* ᏍᏆᏞᏍᏗ.,ná alà:sgali̋:sgi sda̋:ya *à:dadǐ:nv̂:dǐ:ha* sgwà:hle̋:sdi,The ball player is *bouncing* the ball hard.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏠᎯᎭ,11.1,11,ᎠᏓᏠᎯᎭ,,adadlohiha,a-da-tlo-hi-ha,àdádlohị́ha,à:dá:dlo:híha,verb (v.i.),3rd person singular,,he/she is putting on a belt,,,,,,,,,,,,,,,,,,,belt,put on,,,adadlosdi,gadlohị́ha,,Word_0011.3.m4a,Sentence_for_entry_0011.m4a,ᎤᏬᏚᎯ ᎠᏓᏠᏍᏗ *ᎤᏓᏠᏢᎢ* ᏗᎦᏚᎲ ᎤᏪᎾ.,uwo:dű:hi adà:dlǒ:sdi *ù:dá:dlo:hlv̌:’i* diga:dú:hv̋ ù:we̋:na,*She put on* a pretty *belt *when she went to town.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎦᏓᏠᎯᎭ,11.2,11,ᎦᏓᏠᎯᎭ,,gadadlohiha,ga-da-tlo-hi-ha,gạdádlohị́ha,gadá:dlo:híha,verb (v.i.),1st person singular with animate/ inanimate object,,I’m putting on a belt,,,,,,,,,,,,,,,,,,,belt,put on,,,adadlosdi,gadlohị́ha,,,Sentence_for_entry_0011.m4a,ᎤᏬᏚᎯ ᎠᏓᏠᏍᏗ *ᎤᏓᏠᏢᎢ* ᏗᎦᏚᎲ ᎤᏪᎾ.,uwo:dű:hi adà:dlǒ:sdi *ù:dá:dlo:hlv̌:’i* diga:dú:hv̋ ù:we̋:na,*She put on* a pretty *belt *when she went to town.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏓᏠᏢᎢ,11.3,11,ᎤᏓᏠᏢᎢ,,udadlohlv’i,u-da-tlo-tlv-i,ùdádlohlv̌’i,ù:dá:dlo:hlv̌:’i,verb (v.i.),3rd person singular non-progressive remote past tense,,he/she put on a belt,,,,,,,,,,,,,,,,,,,belt,put on,,,adadlosdi,gadlohị́ha,,,Sentence_for_entry_0011.m4a,ᎤᏬᏚᎯ ᎠᏓᏠᏍᏗ *ᎤᏓᏠᏢᎢ* ᏗᎦᏚᎲ ᎤᏪᎾ.,uwo:dű:hi adà:dlǒ:sdi *ù:dá:dlo:hlv̌:’i* diga:dú:hv̋ ù:we̋:na,*She put on* a pretty *belt *when she went to town.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏠᎯᎰᎢ,11.4,11,ᎠᏓᏠᎯᎰᎢ,,adadlohiho’i,a-da-tlo-hi-ho-i,àdádlohịhó’i,à:dá:dlo:hihó:’i,verb (v.i.),3rd person singular present habitual,,he/she puts on a belt,,,,,,,,,,,,,,,,,,,belt,put on,,,adadlosdi,gadlohị́ha,,,Sentence_for_entry_0011.m4a,ᎤᏬᏚᎯ ᎠᏓᏠᏍᏗ *ᎤᏓᏠᏢᎢ* ᏗᎦᏚᎲ ᎤᏪᎾ.,uwo:dű:hi adà:dlǒ:sdi *ù:dá:dlo:hlv̌:’i* diga:dú:hv̋ ù:we̋:na,*She put on* a pretty *belt *when she went to town.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎭᏓᏠᎦ,11.5,11,ᎭᏓᏠᎦ,,hadadloga,ha-da-tlo-ga,hạdàdlǒga,hadà:dlǒ:ga,verb (v.i.),imperative with animate/ inanimate direct objects,,put on a belt!,,,,,,,,,,,,,,,,,,,belt,put on,,,adadlosdi,gadlohị́ha,,,Sentence_for_entry_0011.m4a,ᎤᏬᏚᎯ ᎠᏓᏠᏍᏗ *ᎤᏓᏠᏢᎢ* ᏗᎦᏚᎲ ᎤᏪᎾ.,uwo:dű:hi adà:dlǒ:sdi *ù:dá:dlo:hlv̌:’i* diga:dú:hv̋ ù:we̋:na,*She put on* a pretty *belt *when she went to town.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏓᏠᏍᏗ,11.6,11,ᎤᏓᏠᏍᏗ,,udadlosdi,u-da-tlo-s-di,udàdlǒsdi,u:dà:dlǒ:sdi,verb (v.i.),3rd person singular infinitive,,to put on a belt,,,,,,,,,,,,,,,,,,,belt,put on,,,adadlosdi,gadlohị́ha,,,Sentence_for_entry_0011.m4a,ᎤᏬᏚᎯ ᎠᏓᏠᏍᏗ *ᎤᏓᏠᏢᎢ* ᏗᎦᏚᎲ ᎤᏪᎾ.,uwo:dű:hi adà:dlǒ:sdi *ù:dá:dlo:hlv̌:’i* diga:dú:hv̋ ù:we̋:na,*She put on* a pretty *belt *when she went to town.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏠᏍᏗ,12.1,12,ᎠᏓᏠᏍᏗ,dadlosdi,adadlosdi,a-da-tlo-s-di,ạdàdlǒsdi,adà:dlǒ:sdi,noun,singular,,belt,,,,,,,,,,,,,,,,,,,belt,,,,adadolisdịha,,,Word_0012.1.m4a,Sentence_for_entry_0012.m4a,*ᎠᏓᏠᏍᏗ* ᎠᎩᏁᏒ ᏓᏂᏍᏓᏲᎯᎲᎢ.,*adà:dlǒ:sdi* à:giné:sv́: dà:ni:sdayo:hihv̋:’i,I got a *belt* for Christmas.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏗᏓᏠᏍᏗ,12.2,12,ᏗᏓᏠᏍᏗ,,didadlosdi,di-da-tlo-s-di,didàdlǒsdi,di:dà:dlǒ:sdi,noun,plural,,belts,,,,,,,,,,,,,,,,,,,belt,,,,adadolisdịha,,,,Sentence_for_entry_0012.m4a,*ᎠᏓᏠᏍᏗ* ᎠᎩᏁᏒ ᏓᏂᏍᏓᏲᎯᎲᎢ.,*adà:dlǒ:sdi* à:giné:sv́: dà:ni:sdayo:hihv̋:’i,I got a *belt* for Christmas.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏙᎵᏍᏗ,13.1,13,ᎠᏓᏙᎵᏍᏗ,dadolisdi,adadolisdi,a-da-do-li-s-di,ạdadǒlîsdi,ada:dǒ:lî:sdi,noun,singular,,prayer,,,,,,,,,,,,,,,,,,,prayer,pray,,,adadolisdịha,gadoliga,,Word_0013.1.m4a,Sentence_for_entry_0013.m4a,*ᎠᏓᏙᎵᏍᏗ* ᎤᏔᏲᏢ ᎠᎵᏣᏙᎲᏍᎩ.,*ada:dǒ:lî:sdi* ù:tayo:hlv́ alhjadő:hvsgi,The preacher asked for *prayers.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏙᎵᏍᏗᎭ,14.1,14,ᎠᏓᏙᎵᏍᏗᎭ,,adadolisdiha,a-da-do-li-s-di-ha,àdadǒlîsdịha,à:da:dǒ:lî:sdiha,verb (v.i.),3rd person singular,,he/she is praying,,,,,,,,,,,,,,,,,,,pray,prayer,,,adadolisdi,gadoliga,udadoîsdi,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎦᏓᏙᎵᏍᏗᎭ,14.2,14,ᎦᏓᏙᎵᏍᏗᎭ,,gadadolisdiha,ga-da-do-li-s-di-ha,gạdadǒlîsdịha,gada:dǒ:lî:sdiha,verb (v.i.),1st person singular with animate/ inanimate object,,I’m praying,,,,,,,,,,,,,,,,,,,pray,prayer,,,adadolisdi,gadoliga,udadoîsdi,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏓᏙᎵᏍᏔᏅᎢ,14.3,14,ᎤᏓᏙᎵᏍᏔᏅᎢ,,udadolistanv’i,u-da-do-li-s-ta-nv-i,ùdadǒlîstạnv̌’i,ù:da:dǒ:lî:stanv̌:’i,verb (v.i.),3rd person singular non-progressive remote past tense,,he/she prayed,,,,,,,,,,,,,,,,,,,pray,prayer,,,adadolisdi,gadoliga,udadoîsdi,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏙᎵᏍᏓᏍᎪᎢ,14.4,14,ᎠᏓᏙᎵᏍᏓᏍᎪᎢ,,adadolisdisgo’i,a-da-do-li-s-da-s-go-i,àdadǒlîsdisgó’i,à:da:dǒ:lî:sdi:sgó:’i,verb (v.i.),3rd person singular present habitual,,he/she prays,,,,,,,,,,,,,,,,,,,pray,prayer,,,adadolisdi,gadoliga,udadoîsdi,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎭᏓᏙᎵᏍᏓ,14.5,14,ᎭᏓᏙᎵᏍᏓ,,hadadolisda,ha-da-do-li-s-da,hạdadolìsda,hada:do:lì:sda,verb (v.i.),imperative with animate/ inanimate direct objects,,pray!,,,,,,,,,,,,,,,,,,,pray,prayer,,,adadolisdi,gadoliga,udadoîsdi,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏓᏙᎵᏍᏙᏗ,14.6,14,ᎤᏓᏙᎵᏍᏙᏗ,,udadolisdohdi,u-da-do-li-s-do-di,udadǒlîsdọhdi,u:da:dǒ:lî:sdohdi,verb (v.i.),3rd person singular infinitive,,to pray,,,,,,,,,,,,,,,,,,,pray,prayer,,,adadolisdi,gadoliga,udadoîsdi,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᎨᎢ,15.1,15,ᎠᏓᎨᎢ,dage’i,adage’i,a-da-ge-i,ạ́dạge̋’i,ádage̋:’i,adjective,singular,,tender,,,,,,,,,very young,new,,,,,,,,,new,tender,very young,,,,,,Sentence_for_entry_0015_01.m4a,*ᎠᏂᏓᎨ* ᏚᏯ ᎠᏂᏤ ᏚᏩᏒ ᏗᏓᎾᏅᎢ.,*aní:dage̋:* tǔ:ya ani:je̋: dù:hwasv́ di:dá:nanv̋:’i,She bought *tender* green beans at the store.,Sentence_for_entry_0015_02.m4a,*ᎠᏓᎨ* ᎠᏲᏟ ᎤᏅᏗᏊ ᎢᎦ ᎠᏗᏔᏍᎪᎢ.,*ádage̋:* ayő:hli u:nv̌:digwu i:ga̋: à:di:tasgó:’i,*A very young* child drinks only milk.,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,Anna Sixkiller,Anna Sixkiller,,Cherokee National Treasure.,Cherokee National Treasure.,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏂᏓᎨᎢ,15.2,15,ᎠᏂᏓᎨᎢ,dage’i,anidage’i,a-ni-da-ge-i,ạnídạge̋’i,aní:dage̋:’i,adjective,plural,,tender ones,,,,,,,,,very young ones,new ones,,,,,,,,,new,tender,very young,,,,,,Sentence_for_entry_0015_01.m4a,*ᎠᏂᏓᎨ* ᏚᏯ ᎠᏂᏤ ᏚᏩᏒ ᏗᏓᎾᏅᎢ.,*aní:dage̋:* tǔ:ya ani:je̋: dù:hwasv́ di:dá:nanv̋:’i,She bought *tender* green beans at the store.,Sentence_for_entry_0015_02.m4a,*ᎠᏓᎨ* ᎠᏲᏟ ᎤᏅᏗᏊ ᎢᎦ ᎠᏗᏔᏍᎪᎢ.,*ádage̋:* ayő:hli u:nv̌:digwu i:ga̋: à:di:tasgó:’i,*A very young* child drinks only milk.,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,Anna Sixkiller,Anna Sixkiller,,Cherokee National Treasure.,Cherokee National Treasure.,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᎨᏳᏗ,16.1,16,ᎠᏓᎨᏳᏗ,dageyh,adageyhdi,a-da-ge-yu-di,ạdagẹyhdi,ada:geyhdi,noun,singular,,love,,,,,,,,,,,,,,,,,,,love,,,,udageyuha,,,Word_0016.1.m4a,Sentence_for_entry_0016.m4a,*ᎠᏓᎨᏳᏗ* ᎤᎵᏍᎨᏓ.,*ada:geyhdi* u:lsge̋:da,*Love* is important.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᎯᎯ,17.1,17,ᎠᏓᎯᎯ,dahih,adahihi,a-da-hi-hi,ạdǎhịhi,adǎ:hihi,noun,singular,,thing that kills,,,,,,,,,,,,,,,,,,,thing that kills,kill,,,ahịiha,didahịhi,,,Sentence_for_entry_0017.m4a,ᎢᎦᏓ ᏗᎩᏍᏗ *ᎠᎾᏓᎯᎯ* ᏥᏈᏍᏗ ᏱᏓᎩᏌ.,i:gá:da di̋:kisdi *anada̋:hihi* tsgwi̋:sdi yidákisa,Some pills are *killers* if too many are swallowed.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᎾᏓᎯᎯ,17.2,17,ᎠᎾᏓᎯᎯ,dahih,anadahihi,a-na-da-hi-hi,ạnạdǎhịhi,anadǎ:hihi,noun,plural,,things that kill,,,,,,,,,,,,,,,,,,,thing that kills,kill,,,ahịiha,didahịhi,,Word_0017.2.m4a,Sentence_for_entry_0017.m4a,ᎢᎦᏓ ᏗᎩᏍᏗ *ᎠᎾᏓᎯᎯ* ᏥᏈᏍᏗ ᏱᏓᎩᏌ.,i:gá:da di̋:kisdi *anada̋:hihi* tsgwi̋:sdi yidákisa,Some pills are *killers* if too many are swallowed.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏟᏁᏌᎵᏗ,18.1,18,ᎠᏓᏟᏁᏌᎵᏗ,dahlinesahldi,adahlinesahldi,a-da-tli-ne-sa-li-di,ạdahlịnésạhldi,ada:hliné:sahldi,noun,singular,,purse,,,,,,,,,,,,,,,,,,,purse,,,,kanesahla,,,Word_0018.1.m4a,Sentence_for_entry_0018.m4a,ᎢᏤ *ᎠᏓᏝᏁᏌᎵᏗ* ᎤᏅᏁᎸ ᎤᏍᏓᏴᎲᏍᎩ.,ije̋: *ada:hlane̋:salhdi* ù:nv́:ne:lv́ u:sda:yv̋:hvsgi,He gave his wife a new *purse.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏗᏓᏟᏁᏌᎵᏗ,18.2,18,ᏗᏓᏟᏁᏌᎵᏗ,dahlinesahldi,didahlinesahldi,di-da-tli-ne-sa-li-di,didahlịnésạhldi,di:da:hliné:sahldi,noun,plural,,purses,,,,,,,,,,,,,,,,,,,purse,,,,kanesahla,,,,Sentence_for_entry_0018.m4a,ᎢᏤ *ᎠᏓᏝᏁᏌᎵᏗ* ᎤᏅᏁᎸ ᎤᏍᏓᏴᎲᏍᎩ.,ije̋: *ada:hlane̋:salhdi* ù:nv́:ne:lv́ u:sda:yv̋:hvsgi,He gave his wife a new *purse.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏁᏗ,19.1,19,ᎠᏓᏁᏗ,dahnehdi,adahnehdi,a-da-ne-di,ạdǎhnẹhdi,adǎ:hnehdi,noun,singular,,gift,,,,,,,,,,,,,,,,,,,gift,,,,ahneha,,,Word_CNLD_gift_19.1.m4a,Sentence_for_entry_0019.m4a,ᏓᏂᏍᏓᏲᎯᎲ ᎾᎥ ᏱᎩ *ᏗᏓᏁᏗ* ᎠᎾᏓᎾᏁᏒᎲᏍᎪ ᏴᏫ.,dà:ni:sdayo:hihv̋: na’v̋: yi̋gi *di:da̋:hnehdi* à:nada:nané:svhvsgó: yv:wi,When it’s close to Christmas‚ people shop for *gifts.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏗᏓᏁᏗ,19.2,19,ᏗᏓᏁᏗ,dahnehdi,didahnehdi,di-da-ne-di,didǎhnẹhdi,di:dǎ:hnehdi,noun,plural,,gifts,,,,,,,,,,,,,,,,,,,gift,,,,ahneha,,,Word_0019.2.m4a,Sentence_for_entry_0019.m4a,ᏓᏂᏍᏓᏲᎯᎲ ᎾᎥ ᏱᎩ *ᏗᏓᏁᏗ* ᎠᎾᏓᎾᏁᏒᎲᏍᎪ ᏴᏫ.,dà:ni:sdayo:hihv̋: na’v̋: yi̋gi *di:da̋:hnehdi* à:nada:nané:svhvsgó: yv:wi,When it’s close to Christmas‚ people shop for *gifts.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏓᏃᏰᎭ,20.1,20,ᎠᏓᏃᏰᎭ,,adahnoyeha,a-da-no-ye-ha,àdạhnóyẹha,à:dahnó:yeha,verb (v.i.),3rd person singular,,he/she is fanning himself/herself,,,,,,,,,,,,,,,,,,,fan,,,,adahnoyo,kanoyeha,,,Sentence_for_entry_0020.m4a,*ᎤᏓᏃᏰᏗ* ᎤᏚᎵ ᎠᏎᏃ Ꮭ ᎠᏓᏃᏲ ᏳᏩᏯ.,*u:tano:yé:hdi̋* ù:du:lí a:sé:hnó: hla atano:yó yuwá:ya,*She* wants *to fan* herself‚ but she has no fan.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
