verb,person,tense,form,form (JW),notes
drop something (animate),1s,inf,jiiy.atòònhtohti,ji²²y.a²to²¹nhto²hti²,
drop something (animate),2s,inf,hiiy.atòònhtohti,hi²²y.a²to²¹nhto²hti²,
drop something (animate),3s,inf,uu.tòònhtohti,u²².to²¹nhto²hti²,
drop something (animate),Id,inf,een.aatòònhtohti,e²²n.a²²to²¹nhto²hti²,
drop something (animate),Ed,inf,oost.atòònhtohti,o²²st.a²to²¹nhto²hti²,
drop something (animate),2d,inf,eest.atòònhtohti,e²²st.a²to²¹nhto²hti²,
drop something (animate),Ip,inf,eet.atòònhtohti,e²²t.a²to²¹nhto²hti²,
drop something (animate),Ep,inf,ooj.atòònhtohti,o²²j.a²to²¹nhto²hti²,
drop something (animate),2p,inf,eej.atòònhtohti,e²²j.a²to²¹nhto²hti²,
drop something (animate),3p,inf,uun.atòònhtohti,u²²n.a²to²¹nhto²hti²,
drop something (animate),1s,presimp,jiiy.átòònhta,ji²²y.a³to²¹nhta²,
drop something (animate),2s,presimp,hiiy.aatòònhta,hi²²y.a²²to²¹nhta²,
drop something (animate),3s,presimp,wik.atóonhta,wi²k.a²to³²nhta²,
drop something (animate),Id,presimp,een.átòònhta,e²²n.a³to²¹nhta²,
drop something (animate),Ed,presimp,woost.átòònhta,wo²²st.a³to²¹nhta²,
drop something (animate),2d,presimp,eest.atòònhta,e²²st.a²to²¹nhta²,
drop something (animate),Ip,presimp,eet.átòònhta,e²²t.a³to²¹nhta²,
drop something (animate),Ep,presimp,wooj.átòònhta,wo²²j.a³to²¹nhta²,
drop something (animate),2p,presimp,eej.atòònhta,e²²j.a²to²¹nhta²,
drop something (animate),3p,presimp,wan.átòònhta,wa²n.a³to²¹nhta²,
drop something (animate),1s,futimp,jiiy.atóónhthanvvʔi,ji²²y.a²to³³nhtha²nv²²ʔi²,
drop something (animate),2s,futimp,hiiy.atóónhthanvvʔi,hi²²y.a²to³³nhtha²nv²²ʔi²,
drop something (animate),3s,futimp,k.atóónhthanvvʔi,k.a²to³³nhtha²nv²²ʔi²,
drop something (animate),Id,futimp,èèn.atóónhthanvvʔi,e²¹n.a²to³³nhtha²nv²²ʔi²,
drop something (animate),Ed,futimp,òòst.atóónhthanvvʔi,o²¹st.a²to³³nhtha²nv²²ʔi²,
drop something (animate),2d,futimp,èèst.atóónhthanvvʔi,e²¹st.a²to³³nhtha²nv²²ʔi²,
drop something (animate),Ip,futimp,èèt.atóónhthanvvʔi,e²¹t.a²to³³nhtha²nv²²ʔi²,
drop something (animate),Ep,futimp,òòj.atóónhthanvvʔi,o²¹j.a²to³³nhtha²nv²²ʔi²,
drop something (animate),2p,futimp,èèj.atóónhthanvvʔi,e²¹j.a²to³³nhtha²nv²²ʔi²,
drop something (animate),3p,futimp,ààn.atóónhthanvvʔi,a²¹n.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),1s,pres,k.atóónhtíha,k.a²to³³nhti³ha²,
drop something (flexible),2s,pres,h.atóónhtíha,h.a²to³³nhti³ha²,
drop something (flexible),3s,pres,k.atóónhtíha,k.a²to³³nhti³ha²,
drop something (flexible),Id,pres,ììn.atóónhtíha,i²¹n.a²to³³nhti³ha²,
drop something (flexible),Ed,pres,òòst.atóónhtíha,o²¹st.a²to³³nhti³ha²,
drop something (flexible),2d,pres,st.atóónhtíha,st.a²to³³nhti³ha²,
drop something (flexible),Ip,pres,ììt.atóónhtíha,i²¹t.a²to³³nhti³ha²,
drop something (flexible),Ep,pres,òòj.atóónhtíha,o²¹j.a²to³³nhti³ha²,
drop something (flexible),2p,pres,ììj.atóónhtíha,i²¹j.a²to³³nhti³ha²,
drop something (flexible),3p,pres,ààn.atóónhtíha,a²¹n.a²to³³nhti³ha²,
drop something (flexible),1s,hab,k.atónhtiiskóʔi,k.a²to³nhti²²sko³ʔi²,katónhtiískóʔi
drop something (flexible),2s,hab,h.atónhtiiskóʔi,h.a²to³nhti²²sko³ʔi²,hatónhtiískóʔi
drop something (flexible),3s,hab,k.atónhtiiskóʔi,k.a²to³nhti²²sko³ʔi²,katónhtiískóʔi
drop something (flexible),Id,hab,ììn.atónhtiiskóʔi,i²¹n.a²to³nhti²²sko³ʔi²,ììnatónhtiískóʔi
drop something (flexible),Ed,hab,òòst.atónhtiiskóʔi,o²¹st.a²to³nhti²²sko³ʔi²,òòstatónhtiískóʔi
drop something (flexible),2d,hab,st.atónhtiiskóʔi,st.a²to³nhti²²sko³ʔi²,statónhtiískóʔi
drop something (flexible),Ip,hab,ììt.atónhtiiskóʔi,i²¹t.a²to³nhti²²sko³ʔi²,ììtatónhtiískóʔi
drop something (flexible),Ep,hab,òòj.atónhtiiskóʔi,o²¹j.a²to³nhti²²sko³ʔi²,òòjatónhtiískóʔi
drop something (flexible),2p,hab,ììj.atónhtiiskóʔi,i²¹j.a²to³nhti²²sko³ʔi²,ììjatónhtiískóʔi
drop something (flexible),3p,hab,ààn.atónhtiiskóʔi,a²¹n.a²to³nhti²²sko³ʔi²,àànatónhtiískóʔi
drop something (flexible),1s,rempast,ààkw.atóónhthanvvʔi,a²¹kw.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),2s,rempast,j.atóónhthanvvʔi,j.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),3s,rempast,ùù.tóónhthanvvʔi,u²¹.to³³nhtha²nv²²ʔi²,
drop something (flexible),Id,rempast,kin.atóónhthanvvʔi,ki²n.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),Ed,rempast,òòkin.atóónhthanvvʔi,o²¹ki²n.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),2d,rempast,st.atóónhthanvvʔi,st.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),Ip,rempast,ììk.atóónhthanvvʔi,i²¹k.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),Ep,rempast,òòk.atóónhthanvvʔi,o²¹k.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),2p,rempast,ììj.atóónhthanvvʔi,i²¹j.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),3p,rempast,ùùn.atóónhthanvvʔi,u²¹n.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),1s,reppast,ààkw.atónhthanééʔi,a²¹kw.a²to³nhtha²ne³³ʔi²,ààkw atoonhthaneeʔi
drop something (flexible),2s,reppast,j.atóónhthanééʔi,j.a²to³³nhtha²ne³³ʔi²,j atoonhthaneeʔi
drop something (flexible),3s,reppast,ùù.tóónhthnééʔi,u²¹.to³³nhthne³³ʔi²,ùù toonhthaneeʔi
drop something (flexible),Id,reppast,kin.atóónhthanééʔi,ki²n.a²to³³nhtha²ne³³ʔi²,kin atoonhthaneeʔi
drop something (flexible),Ed,reppast,òòkin.atóónhthanééʔi,o²¹ki²n.a²to³³nhtha²ne³³ʔi²,òòkin atoonhthaneeʔi
drop something (flexible),2d,reppast,st.atóónhthanééʔi,st.a²to³³nhtha²ne³³ʔi²,st atoonhthaneeʔi
drop something (flexible),Ip,reppast,ììk.atóónhthanééʔi,i²¹k.a²to³³nhtha²ne³³ʔi²,ììk atoonhthaneeʔi
drop something (flexible),Ep,reppast,òòk.atóónhthanééʔi,o²¹k.a²to³³nhtha²ne³³ʔi²,òòk atoonhthaneeʔi
drop something (flexible),2p,reppast,ììj.atóónhthanééʔi,i²¹j.a²to³³nhtha²ne³³ʔi²,st atoonhthaneeʔi
drop something (flexible),3p,reppast,ùùn.atóónhthanééʔi,u²¹n.a²to³³nhtha²ne³³ʔi²,ùùn atoonhthaneeʔi
drop something (flexible),1s,immpast,k.atóónhta,k.a²to³³nhta²,
drop something (flexible),2s,immpast,h.atóónhta,h.a²to³³nhta²,
drop something (flexible),3s,immpast,k.atóónhta,k.a²to³³nhta²,
drop something (flexible),Id,immpast,ììn.atóónhta,i²¹n.a²to³³nhta²,
drop something (flexible),Ed,immpast,òòst.atóónhta,o²¹st.a²to³³nhta²,
drop something (flexible),2d,immpast,st.atóónhta,st.a²to³³nhta²,
drop something (flexible),Ip,immpast,ììt.atóónhta,i²¹t.a²to³³nhta²,
drop something (flexible),Ep,immpast,òòj.atóónhta,o²¹j.a²to³³nhta²,
drop something (flexible),2p,immpast,ììj.atóónhta,i²¹j.a²to³³nhta²,
drop something (flexible),3p,immpast,ààn.atóónhta,a²¹n.a²to³³nhta²,
drop something (flexible),1s,fut,tak.atóonhthani,ta²k.a²to³²nhtha²ni²,
drop something (flexible),2s,fut,th.atóonhthani,th.a²to³²nhtha²ni²,
drop something (flexible),3s,fut,tak.atóonhthani,ta²k.a²to³²nhtha²ni²,
drop something (flexible),Id,fut,tààn.atóonhthani,ta²¹n.a²to³²nhtha²ni²,
drop something (flexible),Ed,fut,tayoost.átòònhthani,ta²yo²²st.a³to²¹nhtha²ni²,
drop something (flexible),2d,fut,tast.atóonhthani,ta²st.a²to³²nhtha²ni²,taastaatóonhthaani
drop something (flexible),Ip,fut,tààt.atóonhthani,ta²¹t.a²to³²nhtha²ni²,tàtatóonhthani
drop something (flexible),Ep,fut,tayooj.átòònhthani,ta²yo²²j.a³to²¹nhtha²ni²,
drop something (flexible),2p,fut,tààj.atóonhthani,ta²¹j.a²to³²nhtha²ni²,
drop something (flexible),3p,fut,tvvn.átòònhthani,tv²²n.a³to²¹nhtha²ni²,
drop something (flexible),1s,inf,akw.atòònhtohti,a²kw.a²to²¹nhto²hti²,
drop something (flexible),2s,inf,j.atòònhtohti,j.a²to²¹nhto²hti²,
drop something (flexible),3s,inf,uu.tòònhtohti,u²².to²¹nhto²hti²,
drop something (flexible),Id,inf,kin.atòònhtohti,ki²n.a²to²¹nhto²hti²,
drop something (flexible),Ed,inf,ookin.atòònhtohti,o²²ki²n.a²to²¹nhto²hti²,
drop something (flexible),2d,inf,st.atòònhtohti,st.a²to²¹nhto²hti²,
drop something (flexible),Ip,inf,ììk.atòònhtohti,i²¹k.a²to²¹nhto²hti²,ììkatoonhtohti
drop something (flexible),Ep,inf,ook.atòònhtohti,o²²k.a²to²¹nhto²hti²,
drop something (flexible),2p,inf,ììj.atòònhtohti,i²¹j.a²to²¹nhto²hti²,
drop something (flexible),3p,inf,uun.atòònhtohti,u²²n.a²to²¹nhto²hti²,
drop something (flexible),1s,presimp,k.atóonhta,k.a²to³²nhta²,
drop something (flexible),2s,presimp,h.atòònhta,h.a²to²¹nhta²,
drop something (flexible),3s,presimp,wik.atóonhta,wi²k.a²to³²nhta²,
drop something (flexible),Id,presimp,ììn.atóonhta,i²¹n.a²to³²nhta²,
drop something (flexible),Ed,presimp,woost.átòònhta,wo²²st.a³to²¹nhta²,
drop something (flexible),2d,presimp,st.atòònhta,st.a²to²¹nhta²,
drop something (flexible),Ip,presimp,ììt.atòònhta,i²¹t.a²to²¹nhta²,
drop something (flexible),Ep,presimp,wooj.átòònhta,wo²²j.a³to²¹nhta²,
drop something (flexible),2p,presimp,ììj.atòònhta,i²¹j.a²to²¹nhta²,
drop something (flexible),3p,presimp,wan.átòònhta,wa²n.a³to²¹nhta²,
drop something (flexible),1s,futimp,k.atóónhthanvvʔi,k.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),2s,futimp,h.atóónhthanvvʔi,h.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),3s,futimp,k.atóónhthanvvʔi,k.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),Id,futimp,ììn.atóónhthanvvʔi,i²¹n.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),Ed,futimp,òòst.atóónhthanvvʔi,o²¹st.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),2d,futimp,st.atóónhthanvvʔi,st.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),Ip,futimp,ììt.atóónhthanvvʔi,i²¹t.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),Ep,futimp,òòj.atóónhthanvvʔi,o²¹j.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),2p,futimp,ììj.atóónhthanvvʔi,i²¹j.a²to³³nhtha²nv²²ʔi²,
drop something (flexible),3p,futimp,ààn.atóónhthanvvʔi,a²¹n.a²to³³nhtha²nv²²ʔi²,
eat (a single solid food) (neutral),1s,pres,ji.kíʔa,ji².ki³ʔa²,
eat (a single solid food) (neutral),2s,pres,hi.kíʔa,hi².ki³ʔa²,
eat (a single solid food) (neutral),3s,pres,àà.kíʔa,a²¹.ki³ʔa²,
eat (a single solid food) (neutral),Id,pres,ììnii.kíʔa,i²¹ni²².ki³ʔa²,
eat (a single solid food) (neutral),Ed,pres,òòstii.kíʔa,o²¹sti²².ki³ʔa²,
eat (a single solid food) (neutral),2d,pres,stii.kíʔa,sti²².ki³ʔa²,
eat (a single solid food) (neutral),Ip,pres,ììtii.kíʔa,i²¹ti²².ki³ʔa²,
eat (a single solid food) (neutral),Ep,pres,òòjii.kíʔa,o²¹ji²².ki³ʔa²,
eat (a single solid food) (neutral),2p,pres,ììjii.kíʔa,i²¹ji²².ki³ʔa²,
eat (a single solid food) (neutral),3p,pres,àànii.kíʔa,a²¹ni²².ki³ʔa²,
eat (a single solid food) (neutral),1s,hab,ji.kíiskóóʔi,ji².ki³²sko³³ʔi²,
eat (a single solid food) (neutral),2s,hab,hi.kíiskóóʔi,hi².ki³²sko³³ʔi²,
eat (a single solid food) (neutral),3s,hab,àà.kíiskóóʔi,a²¹.ki³²sko³³ʔi²,
eat (a single solid food) (neutral),Id,hab,ììnii.kíiskóóʔi,i²¹ni²².ki³²sko³³ʔi²,
eat (a single solid food) (neutral),Ed,hab,òòstii.kíiskóóʔi,o²¹sti²².ki³²sko³³ʔi²,
eat (a single solid food) (neutral),2d,hab,stii.kíiskóóʔi,sti²².ki³²sko³³ʔi²,
eat (a single solid food) (neutral),Ip,hab,ììtii.kíiskóóʔi,i²¹ti²².ki³²sko³³ʔi²,
eat (a single solid food) (neutral),Ep,hab,òòjii.kíiskóóʔi,o²¹ji²².ki³²sko³³ʔi²,
eat (a single solid food) (neutral),2p,hab,ììjii.kíiskóóʔi,i²¹ji²².ki³²sko³³ʔi²,
eat (a single solid food) (neutral),3p,hab,àànii.kíiskóóʔi,a²¹ni²².ki³²sko³³ʔi²,
eat (a single solid food) (neutral),1s,rempast,ààkí.ʔkvv́ʔi,a²¹ki³.ʔkv²³ʔi²,ààkíʔkvvʔi
eat (a single solid food) (neutral),2s,rempast,já.ʔkvv́ʔi,ja³.ʔkv²³ʔi²,jáʔkvvʔi
eat (a single solid food) (neutral),3s,rempast,ù.ʔkv́v́ʔi,u¹.ʔkv³³ʔi²,uùkvv́ʔi     ùùkvvʔi
eat (a single solid food) (neutral),Id,rempast,kiní.ʔkvv́ʔi,ki²ni³.ʔkv²³ʔi²,kiníʔkvvʔi
eat (a single solid food) (neutral),Ed,rempast,òòkiní.ʔkvv́ʔi,o²¹ki²ni³.ʔkv²³ʔi²,òòkinííʔkvvʔi
eat (a single solid food) (neutral),2d,rempast,stí.ʔkvv́ʔi,sti³.ʔkv²³ʔi²,stííʔkvvʔi
eat (a single solid food) (neutral),Ip,rempast,ììkí.ʔkvv́ʔi,i²¹ki³.ʔkv²³ʔi²,ììkííʔkvvʔi
eat (a single solid food) (neutral),Ep,rempast,òòkí.ʔkvv́ʔi,o²¹ki³.ʔkv²³ʔi²,òòkííʔkvvʔi
eat (a single solid food) (neutral),2p,rempast,ììjí.ʔkvv́ʔi,i²¹ji³.ʔkv²³ʔi²,ììjííʔkvvʔi
eat (a single solid food) (neutral),3p,rempast,ùùní.ʔkvv́ʔi,u²¹ni³.ʔkv²³ʔi²,ùùnííʔkvvʔi
eat (a single solid food) (neutral),1s,reppast,ààkí.ʔkééʔi,a²¹ki³.ʔke³³ʔi²,
eat (a single solid food) (neutral),2s,reppast,já.ʔkééʔi,ja³.ʔke³³ʔi²,
eat (a single solid food) (neutral),3s,reppast,ù.ʔkééʔi,u¹.ʔke³³ʔi²,
eat (a single solid food) (neutral),Id,reppast,kiní.ʔkééʔi,ki²ni³.ʔke³³ʔi²,kinííʔkééʔi
eat (a single solid food) (neutral),Ed,reppast,òòkiní.ʔkééʔi,o²¹ki²ni³.ʔke³³ʔi²,òòkinííʔkééʔi
eat (a single solid food) (neutral),2d,reppast,stí.ʔkééʔi,sti³.ʔke³³ʔi²,stííʔkééʔi
eat (a single solid food) (neutral),Ip,reppast,ììkí.ʔkééʔi,i²¹ki³.ʔke³³ʔi²,ììkííʔkééʔi
eat (a single solid food) (neutral),Ep,reppast,òòkí.ʔkééʔi,o²¹ki³.ʔke³³ʔi²,òòkííʔkééʔi
eat (a single solid food) (neutral),2p,reppast,ììjí.ʔkééʔi,i²¹ji³.ʔke³³ʔi²,ììjííʔkééʔi
eat (a single solid food) (neutral),3p,reppast,ùùní.ʔkééʔi,u²¹ni³.ʔke³³ʔi²,ùùnííʔkééʔi
eat (a single solid food) (neutral),1s,immpast,jí.ka,ji³.ka²,jika
eat (a single solid food) (neutral),2s,immpast,hí.ka,hi³.ka²,hika
eat (a single solid food) (neutral),3s,immpast,àà.ka,a²¹.ka²,
eat (a single solid food) (neutral),Id,immpast,ììnií.ka,i²¹ni²³.ka²,ììniika
eat (a single solid food) (neutral),Ed,immpast,òòstií.ka,o²¹sti²³.ka²,òòstiika
eat (a single solid food) (neutral),2d,immpast,stií.ka,sti²³.ka²,stiika
eat (a single solid food) (neutral),Ip,immpast,ììtií.ka,i²¹ti²³.ka²,ììtiika
eat (a single solid food) (neutral),Ep,immpast,òòjií.ka,o²¹ji²³.ka²,òòjiika
eat (a single solid food) (neutral),2p,immpast,ììjií.ka,i²¹ji²³.ka²,ììjiika
eat (a single solid food) (neutral),3p,immpast,àànií.ka,a²¹ni²³.ka²,ààniika
eat (a single solid food) (neutral),1s,fut,tají.ʔki,ta²ji³.ʔki²,tajíki
eat (a single solid food) (neutral),2s,fut,thí.ʔki,thi³.ʔki²,thíki
eat (a single solid food) (neutral),3s,fut,tv́.ʔki,tv³.ʔki²,tv́v́ki
eat (a single solid food) (neutral),Id,fut,tààní.ʔki,ta²¹ni³.ʔki²,tàànííki
eat (a single solid food) (neutral),Ed,fut,tayoóstí.ʔki,ta²yo²³sti³.ʔki²,tayoostííki
eat (a single solid food) (neutral),2d,fut,tastí.ʔki,ta²sti³.ʔki²,tastííki
eat (a single solid food) (neutral),Ip,fut,tààtí.ʔki,ta²¹ti³.ʔki²,tààtííki
eat (a single solid food) (neutral),Ep,fut,tayoójí.ʔki,ta²yo²³ji³.ʔki²,tayoojííki
eat (a single solid food) (neutral),2p,fut,tají.ʔki,ta²ji³.ʔki²,tààjííki
eat (a single solid food) (neutral),3p,fut,tvv́ní.ʔki,tv²³ni³.ʔki²,tvvnííki
eat (a single solid food) (neutral),1s,inf,aki.kììsti,a²ki².ki²¹sti²,
eat (a single solid food) (neutral),2s,inf,ja.kììsti,ja².ki²¹sti²,jakìsti
eat (a single solid food) (neutral),3s,inf,uu.kììsti,u²².ki²¹sti²,
eat (a single solid food) (neutral),Id,inf,kinii.kììsti,ki²ni²².ki²¹sti²,
eat (a single solid food) (neutral),Ed,inf,ookinii.kììsti,o²²ki²ni²².ki²¹sti²,
eat (a single solid food) (neutral),2d,inf,stii.kììsti,sti²².ki²¹sti²,
eat (a single solid food) (neutral),Ip,inf,ììkii.kììsti,i²¹ki²².ki²¹sti²,
eat (a single solid food) (neutral),Ep,inf,ookii.kììsti,o²²ki²².ki²¹sti²,
eat (a single solid food) (neutral),2p,inf,ììjii.kììsti,i²¹ji²².ki²¹sti²,
eat (a single solid food) (neutral),3p,inf,uunii.kììsti,u²²ni²².ki²¹sti²,
eat (a single solid food) (neutral),1s,presimp,jí.ka,ji³.ka²,
eat (a single solid food) (neutral),2s,presimp,hi.ka,hi².ka²,
eat (a single solid food) (neutral),3s,presimp,wá.ka,wa³.ka²,
eat (a single solid food) (neutral),Id,presimp,ììnií.ka,i²¹ni²³.ka²,ììniika
eat (a single solid food) (neutral),Ed,presimp,woóstíí.ka,wo²³sti³³.ka²,woostííka
eat (a single solid food) (neutral),2d,presimp,stií.ka,sti²³.ka²,stiika
eat (a single solid food) (neutral),Ip,presimp,ììtií.ka,i²¹ti²³.ka²,ììtiika
eat (a single solid food) (neutral),Ep,presimp,woójíí.ka,wo²³ji³³.ka²,woojííka
eat (a single solid food) (neutral),2p,presimp,ììjií.ka,i²¹ji²³.ka²,ììjiika
eat (a single solid food) (neutral),3p,presimp,waníí.ka,wa²ni³³.ka²,waanííka
eat (a single solid food) (neutral),1s,futimp,jí.ʔkvvʔi,ji³.ʔkv²²ʔi²,
eat (a single solid food) (neutral),2s,futimp,hí.ʔkvvʔi,hi³.ʔkv²²ʔi²,
eat (a single solid food) (neutral),3s,futimp,a.ʔkv́v́ʔi,a².ʔkv³³ʔi²,ààʔkv́v́ʔi
eat (a single solid food) (neutral),Id,futimp,ììní.ʔkvvʔi,i²¹ni³.ʔkv²²ʔi²,ììnííʔkvvʔi
eat (a single solid food) (neutral),Ed,futimp,òòstí.ʔkvvʔi,o²¹sti³.ʔkv²²ʔi²,òòstííʔkvvʔi
eat (a single solid food) (neutral),2d,futimp,stí.ʔkvvʔi,sti³.ʔkv²²ʔi²,stííʔkvvʔi
eat (a single solid food) (neutral),Ip,futimp,ììtí.ʔkvvʔi,i²¹ti³.ʔkv²²ʔi²,ììtííʔkvvʔi
eat (a single solid food) (neutral),Ep,futimp,òòjí.ʔkvvʔi,o²¹ji³.ʔkv²²ʔi²,òòjííʔkvvʔi
eat (a single solid food) (neutral),2p,futimp,ììjí.ʔkvvʔi,i²¹ji³.ʔkv²²ʔi²,ììjííʔkvvʔi
eat (a single solid food) (neutral),3p,futimp,ààní.ʔkvvʔi,a²¹ni³.ʔkv²²ʔi²,àànííʔkvvʔi
eat (animate),1s,pres,jiiyàà.yééʔa,ji²²ya²¹.ye³³ʔa²,
eat (animate),2s,pres,hiiyàà.yééʔa,hi²²ya²¹.ye³³ʔa²,
eat (animate),3s,pres,kaa.hyééʔa,ka²².hye³³ʔa²,
eat (animate),Id,pres,èènìì.yééʔa,e²¹ni²¹.ye³³ʔa²,
eat (animate),Ed,pres,òòstìì.yééʔa,o²¹sti²¹.ye³³ʔa²,
eat (animate),2d,pres,èèstìì.yééʔa,e²¹sti²¹.ye³³ʔa²,
eat (animate),Ip,pres,èètìì.yééʔa,e²¹ti²¹.ye³³ʔa²,
eat (animate),Ep,pres,òòjìì.yééʔa,o²¹ji²¹.ye³³ʔa²,
eat (animate),2p,pres,èèjìì.yééʔa,e²¹ji²¹.ye³³ʔa²,
eat (animate),3p,pres,àànii.hyééʔa,a²¹ni²².hye³³ʔa²,
eat (animate),1s,hab,jiiyàà.yééskóóʔi,ji²²ya²¹.ye³³sko³³ʔi²,
eat (animate),2s,hab,hiiyàà.yééskóóʔi,hi²²ya²¹.ye³³sko³³ʔi²,
eat (animate),3s,hab,kaa.hyééskóóʔi,ka²².hye³³sko³³ʔi²,
eat (animate),Id,hab,èènìì.yééskóóʔi,e²¹ni²¹.ye³³sko³³ʔi²,
eat (animate),Ed,hab,òòstìì.yééskóóʔi,o²¹sti²¹.ye³³sko³³ʔi²,
eat (animate),2d,hab,èèstìì.yééskóóʔi,e²¹sti²¹.ye³³sko³³ʔi²,
eat (animate),Ip,hab,èètìì.yééskóóʔi,e²¹ti²¹.ye³³sko³³ʔi²,
eat (animate),Ep,hab,òòjìì.yééskóóʔi,o²¹ji²¹.ye³³sko³³ʔi²,
eat (animate),2p,hab,èèjìì.yééskóóʔi,e²¹ji²¹.ye³³sko³³ʔi²,
eat (animate),3p,hab,àànii.hyééskóóʔi,a²¹ni²².hye³³sko³³ʔi²,
eat (animate),1s,rempast,jiiyàà.yááʔvv́ʔi,ji²²ya²¹.ya³³ʔv²³ʔi²,
eat (animate),2s,rempast,hiiyàà.yááʔvv́ʔi,hi²²ya²¹.ya³³ʔv²³ʔi²,
eat (animate),3s,rempast,ùùwaa.hyááʔvv́ʔi,u²¹wa²².hya³³ʔv²³ʔi²,
eat (animate),Id,rempast,èènìì.yááʔvv́ʔi,e²¹ni²¹.ya³³ʔv²³ʔi²,
eat (animate),Ed,rempast,òòstìì.yááʔvv́ʔi,o²¹sti²¹.ya³³ʔv²³ʔi²,
eat (animate),2d,rempast,èèstìì.yááʔvv́ʔi,e²¹sti²¹.ya³³ʔv²³ʔi²,
eat (animate),Ip,rempast,èètìì.yááʔvv́ʔi,e²¹ti²¹.ya³³ʔv²³ʔi²,
eat (animate),Ep,rempast,òòjìì.yááʔvv́ʔi,o²¹ji²¹.ya³³ʔv²³ʔi²,
eat (animate),2p,rempast,èèjìì.yááʔvv́ʔi,e²¹ji²¹.ya³³ʔv²³ʔi²,
eat (animate),3p,rempast,ùùnii.hyááʔvv́ʔi,u²¹ni²².hya³³ʔv²³ʔi²,
